#KEY	C23.fq	C25.fq	C28.fq	K05.fq	K23.fq	K25.fq
D830013O20Rik	0	0	0	0	0	0
D830026I12Rik	1	2	1	1	0	3
D830030K20Rik	2	0	0	0	0	0
D830031N03Rik	282	251	454	347	12	163
D830032E09Rik	0	0	0	0	0	0
D830035M03Rik	8	5	6	19	5	20
D830039M14Rik	4	5	12	8	1	7
D830050J10Rik	150	96	135	188	58	117
D8Ertd738e	572	443	541	683	369	448
D930003E18Rik	23	6	5	4	3	24
D930007P13Rik	0	0	0	0	0	0
D930015M05Rik	56	42	32	34	37	26
D930020B18Rik	0	0	0	0	14	5
D930028M14Rik	3	135	45	46	0	5
D930032P07Rik	0	0	1	0	0	0
D930048N14Rik	83	130	120	66	104	219
DQ267100	4	0	2	0	0	0
DQ267101	0	0	0	0	0	0
DQ267102	0	0	0	0	0	0
DXBay18	0	0	0	0	0	0
Daam1	300	485	462	385	113	412
Daam2	509	36	32	55	35	69
Dab1	0	0	1	0	5	15
Dab2	1467	989	1648	824	196	2078
Dab2ip	1527	1363	857	1171	407	1210
Dach1	11	7	13	15	6	15
Dach2	1	0	0	0	3	9
Dact1	315	132	86	181	100	417
Dact2	65	37	9	5	26	99
Dact3	195	123	102	65	41	309
Dad1	745	704	696	1041	617	633
Dag1	2393	2420	1962	2964	705	2484
Dagla	252	325	276	136	140	140
Daglb	166	205	118	95	86	317
Dalir	0	0	0	0	0	0
Dalrd3	381	392	393	300	288	568
Dancr	43	41	44	40	21	64
Dand5	32	34	20	14	14	23
Dao	0	0	0	0	0	5
Dap	2480	3260	2797	5895	3551	1777
Dap3	559	510	618	796	220	450
Dapk1	425	360	164	313	410	701
Dapk2	33	40	8	17	47	68
Dapk3	330	276	358	369	383	495
Dapl1	0	0	0	0	0	0
Dapp1	244	139	131	203	38	325
Dars	420	770	721	755	222	517
Dars2	90	101	143	73	31	108
Daw1	0	1	0	0	2	0
Daxx	303	285	362	277	148	319
Dazap1	587	719	1126	1303	316	838
Dazap2	1385	1652	1686	3609	992	2275
Dazl	0	1	1	2	2	0
Dbf4	145	286	454	455	11	145
Dbh	0	0	0	0	0	3
Dbhos	0	0	0	0	0	0
Dbi	579	570	616	946	376	852
Dbil5	2	0	5	1	2	3
Dbn1	2133	1400	1448	1148	138	1120
Dbndd1	18	42	41	19	38	46
Dbndd2	347	287	214	466	114	349
Dbnl	504	757	843	750	270	927
Dbp	89	208	25	99	147	422
Dbpht2	0	0	0	0	26	12
Dbr1	129	149	120	206	46	180
Dbt	205	152	279	328	324	172
Dbx1	0	0	0	0	0	0
Dbx2	0	1	0	0	0	0
Dcaf1	347	483	471	397	125	358
Dcaf10	353	500	433	355	163	356
Dcaf11	653	588	373	866	499	635
Dcaf12	699	1019	919	615	332	784
Dcaf12l1	22	12	0	1	13	33
Dcaf12l2	0	1	0	0	0	3
Dcaf13	198	281	312	515	149	263
Dcaf15	244	268	402	381	125	339
Dcaf17	213	186	169	158	52	201
Dcaf4	115	131	140	136	40	131
Dcaf5	663	556	611	773	157	555
Dcaf6	620	402	381	496	152	329
Dcaf7	855	931	1723	1246	315	1262
Dcaf8	1424	1153	1154	1325	619	1407
Dcaf8l	0	0	0	0	0	0
Dcakd	314	338	646	375	108	495
Dcbld1	124	175	105	296	124	424
Dcbld2	824	679	531	392	52	333
Dcc	0	0	1	0	0	0
Dcdc2a	2	35	1	2	194	224
Dcdc2b	289	225	321	376	389	407
Dcdc2c	0	0	0	0	0	0
Dcdc5	0	0	0	0	0	2
Dchs1	214	298	186	181	72	370
Dchs2	7	25	6	9	2	50
Dck	203	238	404	225	30	248
Dclk1	265	573	565	190	180	1011
Dclk2	33	33	54	10	21	36
Dclk3	1	12	0	0	13	9
Dclre1a	171	163	182	176	78	134
Dclre1b	134	92	139	126	52	120
Dclre1c	188	216	228	202	44	279
Dcn	5417	2112	1823	1753	3577	5262
Dcp1a	399	412	395	360	95	330
Dcp1b	73	79	109	70	60	89
Dcp2	438	542	716	429	104	571
Dcpp1	0	0	0	0	0	0
Dcpp2	0	0	0	0	0	0
Dcpp3	0	0	0	0	0	0
Dcps	154	199	363	252	91	222
Dcst1	9	5	11	8	3	9
Dcst2	6	8	5	7	3	8
Dcstamp	13	11	15	7	0	21
Dct	0	1	0	0	0	0
Dctd	61	230	178	142	19	132
Dctn1	2086	1794	2007	2186	726	1295
Dctn2	1170	892	1361	1896	751	1375
Dctn3	284	469	501	396	212	380
Dctn4	869	723	871	881	160	648
Dctn5	409	352	363	392	158	445
Dctn6	383	277	324	518	150	297
Dctpp1	87	164	140	192	139	116
Dcun1d1	434	389	474	666	148	413
Dcun1d2	191	163	256	72	59	181
Dcun1d3	173	157	131	89	71	186
Dcun1d4	264	356	175	300	84	239
Dcun1d5	422	390	528	612	164	467
Dcx	0	1	0	0	4	18
Dcxr	100	42	49	56	206	176
Dda1	715	551	660	693	249	559
Ddah1	307	347	158	66	27	274
Ddah2	634	565	1033	97	149	706
Ddb1	10210	6033	9103	10577	1455	4851
Ddb2	340	271	221	167	111	302
Ddc	75	19	3	175	82	46
Ddhd1	307	349	400	469	148	485
Ddhd2	345	236	281	307	243	296
Ddi1	0	2	0	1	0	1
Ddi2	391	223	229	280	62	208
Ddias	18	37	57	31	3	45
Ddit3	106	95	120	431	103	115
Ddit4	1101	2207	1184	2109	586	1422
Ddit4l	73	146	94	16	9	98
Ddn	3	0	0	1	0	0
Ddo	36	4	5	1	74	43
Ddost	1724	1536	2299	1529	873	1938
Ddr1	2049	1980	1334	1182	516	1890
Ddr2	436	339	1665	232	204	586
Ddrgk1	476	397	355	708	829	579
Ddt	105	78	79	138	195	110
Ddx1	879	1065	1245	1386	377	806
Ddx10	290	351	306	433	63	233
Ddx11	132	215	289	77	25	98
Ddx17	5435	6487	5482	5517	1768	5329
Ddx18	336	622	577	705	149	297
Ddx19a	533	746	623	1006	216	460
Ddx19b	232	253	260	435	87	239
Ddx20	214	269	332	394	129	186
Ddx21	556	865	1465	1221	357	1184
Ddx23	644	827	894	1266	325	825
Ddx24	639	747	829	877	310	782
Ddx25	0	0	2	0	1	2
Ddx27	622	652	651	924	281	476
Ddx28	131	100	149	191	56	116
Ddx31	96	143	107	122	51	155
Ddx39a	1180	1319	1221	2063	264	1072
Ddx39b	1298	1463	1724	1264	568	1408
Ddx3x	2897	3014	3341	5134	867	3320
Ddx3y	1209	839	138	1015	307	644
Ddx4	0	1	1	1	0	1
Ddx41	904	729	836	732	214	538
Ddx42	700	713	1142	1099	323	923
Ddx43	1	2	0	5	1	11
Ddx46	817	850	1188	1396	312	885
Ddx47	507	539	642	888	203	447
Ddx49	669	557	584	988	409	598
Ddx5	4911	4965	7905	7817	2421	7305
Ddx50	548	462	640	603	394	589
Ddx51	282	275	294	386	77	192
Ddx52	306	241	486	403	111	350
Ddx54	911	922	1190	1524	545	1222
Ddx55	125	138	178	158	78	143
Ddx56	284	427	492	462	202	364
Ddx58	202	257	248	123	64	333
Ddx59	87	95	105	132	40	62
Ddx6	2790	2333	3036	2229	819	2692
Ddx60	36	42	36	20	4	69
Deaf1	213	194	246	293	269	275
Decr1	272	170	412	230	209	309
Decr2	257	209	219	127	75	174
Dedd	477	552	482	587	241	400
Dedd2	152	182	78	200	175	201
Def6	102	146	282	55	33	237
Def8	419	321	293	350	199	253
Defa-ps1	0	0	0	0	0	0
Defa-ps12	0	0	0	0	0	0
Defa-ps13	0	0	0	0	0	0
Defa17	0	0	0	0	0	0
Defa2	0	0	0	0	0	0
Defa20	0	0	0	0	0	0
Defa21	0	0	0	0	0	0
Defa22	0	0	0	0	0	0
Defa23	0	0	0	0	0	0
Defa24	0	0	0	0	0	0
Defa25	0	0	0	0	0	0
Defa26	0	0	0	0	0	0
Defa27	0	0	0	0	0	0
Defa28	0	0	0	0	0	0
Defa29	0	0	0	0	0	0
Defa3	0	0	0	0	0	0
Defa30	0	0	0	0	0	0
Defa31	0	0	0	0	0	0
Defa32	0	0	0	0	0	0
Defa33	0	0	0	0	0	0
Defa34	0	0	0	0	0	0
Defa35	0	0	0	0	0	0
Defa36	0	0	0	0	0	0
Defa37	0	0	0	0	0	0
Defa38	1	0	0	0	0	0
Defa39	0	0	0	0	0	0
Defa4	0	0	0	0	0	0
Defa40	0	0	0	0	0	0
Defa41	0	0	0	0	0	0
Defa42	0	0	0	0	0	0
Defa43	0	0	0	0	0	0
Defa5	0	0	0	0	0	0
Defa6	0	0	0	0	0	0
Defb1	1	0	1	0	13	0
Defb10	0	0	0	0	0	0
Defb11	0	0	0	0	0	0
Defb12	0	0	0	0	0	0
Defb13	0	0	0	0	0	0
Defb14	0	0	0	0	0	0
Defb15	0	0	0	0	0	0
Defb18	0	0	0	0	0	0
Defb19	0	0	0	0	0	0
Defb2	0	0	0	0	0	0
Defb20	0	0	0	0	0	0
Defb21	0	0	0	0	0	0
Defb22	0	0	0	0	0	0
Defb23	0	0	0	0	0	0
Defb25	0	0	0	0	0	1
Defb26	0	0	0	0	0	0
Defb28	1	0	0	0	0	0
Defb29	0	0	0	0	0	0
Defb3	0	0	1	0	0	0
Defb30	0	0	0	0	0	0
Defb33	0	0	0	0	0	0
Defb34	0	0	0	0	0	0
Defb35	0	0	0	0	0	0
Defb36	0	0	0	0	0	0
Defb37	0	0	0	0	0	0
Defb38	0	0	0	0	0	0
Defb39	0	0	0	0	0	0
Defb4	1	0	0	0	0	0
Defb40	0	2	0	0	0	1
Defb41	0	0	0	0	0	0
Defb42	0	1	0	0	0	1
Defb43	0	0	0	0	0	0
Defb44-ps	0	0	0	0	0	0
Defb45	0	0	0	0	0	0
Defb46	0	0	0	0	0	0
Defb47	0	0	2	0	0	0
Defb48	4	13	13	1	0	8
Defb5	0	0	0	0	0	0
Defb50	0	0	0	0	0	0
Defb6	0	0	0	0	0	0
Defb7	0	0	0	0	0	0
Defb8	0	0	0	0	0	0
Defb9	0	0	0	0	0	0
Degs1	829	1054	1206	1374	353	923
Degs2	262	336	213	333	229	462
Dek	512	1024	1339	1466	274	904
Dele1	322	337	398	271	130	271
Denn2b	324	227	249	128	317	525
Dennd10	211	201	344	254	41	192
Dennd11	547	719	272	535	224	558
Dennd1a	266	215	284	195	108	296
Dennd1b	258	574	297	522	73	295
Dennd1c	100	114	34	43	54	326
Dennd2a	167	220	560	91	51	227
Dennd2c	68	93	53	175	11	50
Dennd2d	120	118	71	147	153	271
Dennd3	171	276	135	168	118	204
Dennd4a	713	376	289	430	260	581
Dennd4b	225	217	280	192	83	356
Dennd4c	608	2344	813	745	190	585
Dennd5a	1233	1019	1282	1157	265	1347
Dennd5b	592	361	124	297	62	250
Dennd6a	481	426	394	465	114	518
Dennd6b	108	129	105	170	127	160
Denr	455	411	612	749	203	380
Depdc1a	40	109	171	158	0	30
Depdc1b	14	66	58	65	0	13
Depdc5	302	264	385	186	91	269
Depdc7	108	48	44	319	13	32
Depp1	57	284	22	580	367	44
Deptor	579	622	559	745	590	481
Dera	209	172	236	604	64	227
Derl1	893	783	964	1087	561	1083
Derl2	331	301	586	435	234	388
Derl3	23	11	5	8	1411	43
Derpc	0	0	0	0	0	0
Des	532	148	145	3113	48	256
Desi1	363	410	421	561	310	430
Desi2	491	446	570	615	136	369
Det1	60	83	96	67	33	102
Deup1	3	2	0	2	10	0
Dexi	137	149	76	91	180	144
Dffa	156	123	160	84	54	216
Dffb	72	47	53	65	21	94
Dgat1	264	214	218	404	138	238
Dgat2	212	162	38	487	153	129
Dgat2l6	0	0	0	0	0	0
Dgcr2	1131	1033	730	737	446	1217
Dgcr6	175	167	204	230	226	167
Dgcr8	445	393	466	355	96	310
Dgka	212	159	175	441	157	291
Dgkb	2	2	0	0	1	8
Dgkd	733	1219	689	1087	400	1096
Dgke	105	100	151	130	51	133
Dgkeos	0	0	0	0	0	1
Dgkg	2	2	0	0	24	11
Dgkh	158	170	128	156	43	142
Dgki	2	3	5	5	8	17
Dgkk	3	2	3	8	0	3
Dgkq	360	206	271	325	108	273
Dgkz	1194	1290	817	1242	537	1247
Dglucy	209	141	81	170	69	249
Dguok	176	167	164	110	85	151
Dhcr24	1083	646	754	1526	220	1238
Dhcr7	136	300	130	201	64	222
Dhdds	251	257	357	210	234	402
Dhdh	57	41	17	19	26	67
Dhfr	155	166	286	277	18	70
Dhh	122	115	59	133	15	45
Dhodh	120	133	135	124	55	120
Dhps	315	248	271	440	122	221
Dhrs1	431	404	536	1090	165	464
Dhrs11	106	61	75	82	49	105
Dhrs13	25	42	82	79	35	62
Dhrs13os	78	46	103	69	48	86
Dhrs2	0	0	0	0	0	0
Dhrs3	746	647	1155	479	555	1025
Dhrs4	199	186	157	295	224	254
Dhrs7	260	204	186	375	209	249
Dhrs7b	133	132	218	184	73	145
Dhrs7c	8	9	17	23	0	0
Dhrs9	14	15	190	45	5	34
Dhrsx	223	166	341	267	239	365
Dhtkd1	29	10	17	6	29	13
Dhx15	1252	1595	2021	2118	441	1293
Dhx16	432	629	671	521	286	583
Dhx29	181	222	334	243	73	196
Dhx30	512	562	596	704	213	695
Dhx32	413	511	406	768	313	528
Dhx33	295	310	494	331	100	369
Dhx34	182	199	227	242	344	296
Dhx35	163	191	158	147	34	157
Dhx36	700	719	838	915	163	504
Dhx37	241	246	319	298	64	231
Dhx38	1029	853	809	1363	237	672
Dhx40	620	350	652	1095	232	491
Dhx57	420	532	557	362	102	401
Dhx58	60	56	39	27	14	117
Dhx8	338	303	589	388	113	389
Dhx9	1832	1899	2261	2287	415	1843
Diablo	255	220	312	226	145	301
Diaph1	1159	1131	1097	1021	515	1477
Diaph2	317	362	281	628	111	329
Diaph3	84	210	397	341	2	67
Dicer1	612	642	797	586	289	725
Dido1	1088	950	966	691	227	827
Dimt1	84	129	176	142	20	94
Dio1	24	3	0	0	11	9
Dio2	0	9	51	17	6	71
Dio3	101	226	133	242	41	572
Dio3os	41	156	28	31	67	145
Dip2a	417	551	973	1319	106	436
Dip2b	297	323	239	629	155	501
Dip2c	347	359	386	513	82	366
Dipk1a	802	697	1441	1614	1807	854
Dipk1b	26	69	44	21	13	46
Dipk1c	4	0	1	0	0	1
Dipk2a	256	357	156	211	72	272
Dipk2b	12	15	21	4	1	21
Diras1	0	0	1	0	1	1
Diras2	35	44	18	122	0	9
Dis3	334	506	428	1105	38	239
Dis3l	172	194	209	262	80	171
Dis3l2	117	136	133	213	101	207
Disc1	24	19	9	15	4	32
Disp1	287	261	392	253	46	198
Disp2	145	257	217	556	86	68
Disp3	2	1	0	2	2	2
Dixdc1	133	82	34	86	175	65
Dkc1	257	539	480	618	76	311
Dkk1	11	0	0	1	0	0
Dkk2	274	405	970	146	22	357
Dkk3	1607	741	1008	396	370	1197
Dkk4	0	0	0	0	0	0
Dkkl1	2	0	0	0	11	7
Dlat	560	564	598	815	154	511
Dlc1	314	384	254	201	100	421
Dld	552	655	716	1060	211	634
Dlec1	13	3	4	8	10	13
Dleu2	43	32	60	17	4	40
Dleu7	0	1	2	0	0	0
Dlg1	1402	1353	794	973	317	878
Dlg2	37	31	28	23	8	44
Dlg3	312	230	283	342	162	258
Dlg4	357	226	484	123	43	228
Dlg5	1952	1203	1175	2102	165	748
Dlgap1	23	62	60	34	44	30
Dlgap2	0	0	0	0	0	0
Dlgap3	1	11	2	0	33	16
Dlgap4	1338	904	741	1526	272	888
Dlgap5	72	175	403	367	3	70
Dlk1	248	28	69	7	11	2
Dlk2	8	2	4	58	4	1
Dll1	80	369	106	444	27	203
Dll3	0	0	0	0	2	1
Dll4	179	326	93	203	31	119
Dlst	933	951	1137	1756	383	1030
Dlx1	1	0	282	0	2	0
Dlx1as	1	2	171	0	4	0
Dlx2	0	0	209	0	0	0
Dlx3	35	1	59	7	0	0
Dlx4	46	3	49	6	0	0
Dlx4os	23	0	89	1	0	0
Dlx5	1	6	1	0	0	0
Dlx6	0	0	0	0	0	0
Dlx6os1	0	0	0	0	0	0
Dlx6os2	0	0	0	0	0	0
Dmac1	118	181	166	105	61	219
Dmac2	145	118	111	88	106	203
Dmac2l	53	52	73	50	18	49
Dmap1	175	128	187	163	95	185
Dmbt1	191	7942	88	6876	199151	20032
Dmbx1	0	0	0	1	0	0
Dmc1	2	5	1	0	0	4
Dmd	129	88	28	85	106	200
Dmgdh	163	0	0	0	0	2
Dmkn	36	23	5	30	70	46
Dmp1	4	11	7	2	2	46
Dmpk	612	152	123	69	71	206
Dmrt1	0	0	0	0	1	0
Dmrt1i	114	109	110	438	27	53
Dmrt2	1	0	0	3	0	4
Dmrt3	0	0	0	0	0	0
Dmrta1	4	125	5	4	3	1
Dmrta2	6	4	53	14	2	45
Dmrtb1	0	0	0	0	0	0
Dmrtc1a	0	0	0	3	3	3
Dmrtc1b	0	0	0	0	0	0
Dmrtc1c1	0	0	0	0	0	0
Dmrtc1c2	0	0	0	0	0	0
Dmrtc2	1	0	0	0	0	0
Dmtf1	485	523	557	466	96	357
Dmtn	47	36	37	33	9	54
Dmwd	493	595	560	652	188	301
Dmxl1	585	592	726	801	110	427
Dmxl2	195	125	90	187	115	270
Dna2	33	95	72	69	28	183
Dnaaf1	31	38	23	38	13	22
Dnaaf2	146	206	218	191	98	161
Dnaaf3	34	32	30	17	26	113
Dnaaf4	3	3	3	5	10	3
Dnaaf5	213	400	359	285	77	196
Dnaaf6	0	0	0	0	0	0
Dnaaf6b	0	0	0	0	0	0
Dnah1	47	15	15	16	3	32
Dnah10	9	1	10	3	6	6
Dnah11	28	52	60	32	10	39
Dnah12	3	2	0	0	1	1
Dnah14	3	15	6	16	1	2
Dnah17	131	110	172	193	63	163
Dnah2	20	22	20	23	13	44
Dnah3	3	2	5	0	9	4
Dnah5	0	0	0	1	0	3
Dnah6	11	5	21	9	3	23
Dnah7a	0	2	0	0	0	0
Dnah7b	21	95	23	11	11	21
Dnah7c	3	17	6	4	1	2
Dnah8	21	15	3	5	9	31
Dnah9	3	7	0	0	7	12
Dnaic1	3	1	0	0	5	5
Dnaic2	1	5	3	2	0	9
Dnaja1	1638	2252	1780	1292	391	1613
Dnaja2	1238	1212	1262	1923	510	1097
Dnaja3	467	506	298	359	220	375
Dnaja4	202	157	172	174	86	136
Dnajb1	530	534	543	856	110	400
Dnajb11	683	701	550	533	999	831
Dnajb12	444	371	523	471	287	487
Dnajb13	23	6	2	9	12	32
Dnajb14	215	163	164	347	63	112
Dnajb2	287	280	252	296	206	266
Dnajb3	4	4	0	1	3	14
Dnajb4	446	261	220	507	78	209
Dnajb5	160	173	125	86	36	161
Dnajb6	866	738	791	1374	273	880
Dnajb7	3	13	1	2	0	10
Dnajb8	0	0	0	0	0	0
Dnajb9	441	366	382	351	257	329
Dnajc1	806	671	583	696	376	710
Dnajc10	1784	2453	1961	1782	431	1546
Dnajc11	363	349	477	391	187	484
Dnajc12	47	22	19	24	32	71
Dnajc13	1014	1034	878	853	177	974
Dnajc14	655	717	994	902	366	1042
Dnajc15	75	71	153	128	98	145
Dnajc16	301	164	181	180	78	273
Dnajc17	61	48	95	126	50	58
Dnajc18	249	197	232	128	68	239
Dnajc19	339	280	354	570	169	246
Dnajc2	341	447	606	829	134	408
Dnajc21	182	315	238	502	112	192
Dnajc22	148	195	131	467	53	185
Dnajc24	83	90	62	106	42	79
Dnajc25	133	170	168	110	58	183
Dnajc27	82	114	126	83	15	97
Dnajc28	109	67	23	13	19	34
Dnajc3	1433	1485	1491	1236	2014	1824
Dnajc30	136	104	134	136	172	161
Dnajc4	117	93	131	127	121	123
Dnajc5	1665	1637	1307	2348	522	1481
Dnajc5b	0	0	1	0	0	0
Dnajc5g	0	0	0	0	0	0
Dnajc6	4	2	1	3	17	14
Dnajc7	703	565	1121	882	838	1073
Dnajc8	626	526	919	590	241	671
Dnajc9	142	208	246	219	41	200
Dnal1	181	166	181	128	34	166
Dnal4	176	211	261	247	122	260
Dnali1	9	7	12	7	2	9
Dnase1	76	88	55	56	12	42
Dnase1l1	159	104	205	203	73	197
Dnase1l2	26	16	24	5	12	19
Dnase1l3	24	13	4	10	0	16
Dnase2a	136	89	148	86	87	242
Dnase2b	15	0	1	0	0	0
Dnd1	24	24	32	24	11	30
Dner	1	5	1	2	7	1
Dnhd1	43	48	30	12	26	75
Dnlz	369	278	351	413	230	355
Dnm1	349	357	933	241	103	530
Dnm1l	955	1001	799	889	239	812
Dnm2	1405	1244	1340	1830	725	1635
Dnm3	25	16	14	17	10	32
Dnm3os	281	82	242	85	74	144
Dnmbp	326	664	450	495	148	327
Dnmt1	610	941	2160	965	142	750
Dnmt3a	1242	711	662	632	244	996
Dnmt3aos	2	2	0	2	0	3
Dnmt3b	37	26	41	21	21	46
Dnmt3l	2	3	0	4	0	7
Dnpep	778	709	775	788	376	693
Dnph1	16	50	136	55	20	53
Dntt	2	0	0	1	0	1
Dnttip1	356	303	365	498	172	294
Dnttip2	626	633	598	979	154	408
Doc2a	115	113	176	145	67	156
Doc2b	63	49	24	32	13	95
Doc2g	157	63	56	78	37	52
Dock1	667	614	645	1067	259	1033
Dock10	253	220	332	107	45	598
Dock11	199	498	349	616	76	499
Dock2	184	190	136	81	65	763
Dock3	6	0	6	1	22	4
Dock4	684	529	396	507	74	291
Dock5	1303	757	876	1263	137	474
Dock6	415	664	331	293	285	621
Dock7	916	713	1781	1387	234	1033
Dock8	555	346	947	140	43	711
Dock9	576	776	696	861	287	508
Dohh	68	61	111	175	98	111
Dok1	479	312	1087	391	50	323
Dok2	90	171	145	127	80	443
Dok3	166	107	147	89	61	294
Dok4	458	421	195	339	65	316
Dok5	22	17	11	13	5	4
Dok6	64	98	42	52	3	43
Dok7	2	33	21	7	10	111
Dolk	187	150	178	200	62	160
Dolpp1	165	146	186	223	70	160
Donson	113	170	167	92	58	136
Dop1a	321	273	250	360	139	326
Dop1b	577	682	386	459	216	663
Dot1l	397	562	608	932	229	633
Doxl1	0	0	0	0	0	2
Doxl2	0	0	0	0	0	0
Dpagt1	248	280	402	305	164	312
Dpcd	122	98	124	89	87	132
Dpep1	765	258	85	180	1072	523
Dpep2	145	67	105	68	64	191
Dpep3	8	0	1	6	3	4
Dpf1	14	5	12	11	0	9
Dpf2	671	652	798	850	244	571
Dpf3	1	0	0	4	1	3
Dph1	43	45	102	56	48	112
Dph2	94	97	150	69	35	98
Dph3	240	247	330	461	173	298
